epoch,loss,lr
0,0.21975029339349628,0.0001
1,0.11640371198294466,0.0001
2,0.09935670861616694,0.0001
3,0.08988214635808123,0.0001
4,0.08520290597883097,0.0001
5,0.08101305183013924,0.0001
6,0.07793444337931803,0.0001
7,0.07335917296310761,0.0001
8,0.07219986459170642,0.0001
9,0.06942408386747959,0.0001
10,0.06772150272536011,0.0001
11,0.06566730963572526,0.0001
12,0.06446334181534605,0.0001
13,0.06177984932182064,0.0001
14,0.06044938064591397,0.0001
15,0.060379787866128354,0.0001
16,0.057882535826424115,0.0001
17,0.05815792970935305,0.0001
18,0.056462311986578334,0.0001
19,0.05502828156013515,0.0001
20,0.05453574488129922,0.0001
21,0.05300131280548833,0.0001
22,0.053691486555135386,0.0001
23,0.05235251076426589,0.0001
24,0.05190816564610846,0.0001
25,0.0519151907887988,0.0001
26,0.05083028105159576,0.0001
27,0.05074623817847368,0.0001
28,0.049473374111210916,0.0001
29,0.048098373870153976,0.0001
30,0.04730917689067653,0.0001
31,0.047995301565048554,0.0001
32,0.04740343734673097,0.0001
33,0.04629808992607301,0.0001
34,0.04581147290074134,0.0001
35,0.04502629617140849,0.0001
36,0.04574741010189502,0.0001
37,0.045058779651879745,0.0001
38,0.0443442003346255,0.0001
39,0.04500456790595392,0.0001
40,0.04258329227527236,0.0001
41,0.0420073638867559,0.0001
42,0.042321180788906954,0.0001
43,0.042926938899507064,0.0001
44,0.04180381001040637,0.0001
45,0.042240164801246136,0.0001
46,0.04104798488397885,0.0001
47,0.039260972903209956,0.0001
48,0.04106975009808888,0.0001
49,0.0401708940798858,0.0001
50,0.03897237180943538,0.0001
51,0.04029589833022836,0.0001
52,0.03856355855659468,0.0001
53,0.03940302123689555,0.0001
54,0.04002646007517032,0.0001
55,0.03942096559679196,0.0001
56,0.03699573683215682,0.0001
57,0.037444818714410626,0.0001
58,0.03878427119960456,0.0001
59,0.0382418036890539,0.0001
60,0.03721029805994948,0.0001
61,0.038091965858706105,0.0001
62,0.036372451184833066,0.0001
63,0.0367610751816125,0.0001
64,0.0375934767587914,0.0001
65,0.03810743461920418,0.0001
66,0.03708468977491978,0.0001
67,0.035528759746127146,0.0001
68,0.03594541358424727,0.0001
69,0.035763357498885096,0.0001
70,0.03628776246911737,0.0001
71,0.037133726495157865,0.0001
72,0.035273959050233714,0.0001
73,0.03418092508835165,0.0001
74,0.03453045554326713,0.0001
75,0.035216028937963106,0.0001
76,0.0340253765337132,0.0001
77,0.03378135111052868,0.0001
78,0.034788271067362105,0.0001
79,0.03393356853334275,0.0001
80,0.03414007973975672,0.0001
81,0.03326425260046678,0.0001
82,0.03386234979033749,0.0001
83,0.0333469380140351,0.0001
84,0.03414791324082994,0.0001
85,0.03332676813343163,0.0001
86,0.03360562845356205,0.0001
87,0.0327194235502438,0.0001
88,0.032799283174932595,0.0001
89,0.03264825387934497,0.0001
90,0.03291316164664441,0.0001
91,0.03301949211758587,0.0001
92,0.0329254884208945,0.0001
93,0.03152326056547927,0.0001
94,0.03211214365391177,0.0001
95,0.030713259098480022,0.0001
96,0.032012095919315545,0.0001
97,0.03205530594586118,0.0001
98,0.03168132397905921,0.0001
99,0.031836210249544604,0.0001
100,0.031472196541215636,0.0001
101,0.030083376998453402,0.0001
102,0.03154850208219094,0.0001
103,0.030000566637858824,0.0001
104,0.03247764765022513,0.0001
105,0.03043936469192684,0.0001
106,0.03095456759475562,0.0001
107,0.030596656584879964,0.0001
108,0.02958924943137626,0.0001
109,0.030017664673461803,0.0001
110,0.03023008387384848,0.0001
111,0.029886255539521723,0.0001
112,0.030232879851115613,0.0001
113,0.030567623956472684,0.0001
114,0.029346169756395635,0.0001
115,0.030282899279825557,0.0001
116,0.029989594610482267,0.0001
117,0.029152435983909746,0.0001
118,0.029681634129445415,0.0001
119,0.028913418875027103,0.0001
120,0.02950124153426089,0.0001
121,0.028852991807388324,0.0001
122,0.029661293909130176,0.0001
123,0.02987427363216301,0.0001
124,0.02954401026196555,0.0001
125,0.02894139933014321,0.0001
126,0.029346576087673815,0.0001
127,0.03026555563344102,0.0001
128,0.02801719854616019,0.0001
129,0.028442869240422722,0.0001
130,0.02950967145222065,0.0001
131,0.029002049568566748,0.0001
132,0.028630148868501522,0.0001
133,0.027947520866654488,0.0001
134,0.02873260045291721,0.0001
135,0.029323158782797672,0.0001
136,0.028274265093557033,0.0001
137,0.02774001811886499,0.0001
138,0.02757972258287122,0.0001
139,0.028729925161469123,0.0001
140,0.028606977040282547,0.0001
141,0.027426425155665624,0.0001
142,0.026904478017124638,0.0001
143,0.028553394018382094,0.0001
144,0.027787635112738705,0.0001
145,0.02793617068732998,0.0001
146,0.02699824968966054,0.0001
147,0.027823885521001446,0.0001
148,0.02756376162245684,0.0001
149,0.025781689021861797,0.0001
150,0.026438597001558043,0.0001
151,0.027834906094147824,0.0001
152,0.03063754277173755,0.0001
153,0.02788802310261188,0.0001
154,0.026982821534013844,0.0001
155,0.026297454646163784,0.0001
156,0.027716663018091954,0.0001
157,0.026973175776174797,0.0001
158,0.026787719936365556,0.0001
159,0.027939070062886023,0.0001
160,0.028002710589103197,0.0001
161,0.027241068089757105,0.0001
162,0.02656054162905735,0.0001
163,0.03105482003045387,0.0001
164,0.031737375026684896,0.0001
165,0.02759397180955346,0.0001
166,0.025813068030402064,0.0001
167,0.02552507343374546,0.0001
168,0.025848672155667086,0.0001
169,0.027386842022633685,0.0001
170,0.02669280340507199,0.0001
171,0.026511400848037176,0.0001
172,0.025519188284465203,0.0001
173,0.025574149521522947,0.0001
174,0.025750951202205403,0.0001
175,0.026206066476603843,0.0001
176,0.02671510740554894,0.0001
177,0.025769660906039382,0.0001
178,0.024841382024238384,0.0001
179,0.025697206798476396,0.0001
180,0.02671525678585778,0.0001
181,0.025209262440482764,0.0001
182,0.025473357829441805,0.0001
183,0.02503516490860352,0.0001
184,0.026396988713393858,0.0001
185,0.02581246765191084,0.0001
186,0.02533961686176803,0.0001
187,0.025904203186791736,0.0001
188,0.025730204209917576,0.0001
189,0.02552605089743127,0.0001
190,0.025410488196776396,0.0001
191,0.024704894175209532,0.0001
192,0.025388532004637313,0.0001
193,0.02565072756086446,0.0001
194,0.025363425382220202,0.0001
195,0.026040731460097572,0.0001
196,0.0247875583390624,0.0001
197,0.025375935913265642,0.0001
198,0.02507808932104378,0.0001
199,0.025074901008755528,0.0001
